SubBlock,BlockID,parameter,R0,R1,defval_mask,param_mask,param_minbit,reg_mask,reg_id
ch,35,IN_FTDC_ENCODER_TOA,169,36,0,63,0,63,0
ch,35,IN_FTDC_ENCODER_TOT,170,36,0,63,0,63,0
ch,35,Inputdac,160,36,0,31,0,31,0
ch,35,Inputdacpol,160,36,0,1,0,32,0
ch,35,LowRange,164,36,0,1,0,2,0
ch,35,Mask_AlignBuffer,171,36,0,1,0,128,0
ch,35,Mask_adc,165,36,0,1,0,128,0
ch,35,Mask_toa,163,36,0,1,0,1,0
ch,35,Mask_tot,164,36,0,1,0,32,0
ch,35,Probe_inv,163,36,0,1,0,128,0
ch,35,Probe_noinv,162,36,0,1,0,1,0
ch,35,Probe_pa,164,36,0,1,0,1,0
ch,35,Probe_toa,164,36,0,1,0,128,0
ch,35,Probe_tot,164,36,0,1,0,64,0
ch,35,Ref_dac_inv,163,36,0,31,0,62,0
ch,35,Ref_dac_toa,161,36,0,27,0,62,0
ch,35,Ref_dac_tot,162,36,0,31,0,62,0
ch,35,Sel_trigger_toa,163,36,0,1,0,64,0
ch,35,Sel_trigger_tot,164,36,0,1,0,16,0
ch,36,Adc_pedestal,172,0,0,255,0,255,0
ch,36,Channel_off,164,0,0,1,0,8,0
ch,36,DAC_CAL_CTDC_TOA,166,0,0,63,0,63,0
ch,36,DAC_CAL_CTDC_TOT,168,0,0,63,0,63,0
ch,36,DAC_CAL_FTDC_TOA,165,0,0,63,0,63,0
ch,36,DAC_CAL_FTDC_TOT,167,0,0,63,0,63,0
ch,36,DIS_TDC,170,0,0,1,0,128,0
ch,36,ExtData,171,0,0,768,8,3,0
ch,36,ExtData,173,0,0,255,0,255,1
ch,36,HighRange,164,0,0,1,0,4,0
ch,36,IN_FTDC_ENCODER_TOA,169,0,0,63,0,63,0
ch,36,IN_FTDC_ENCODER_TOT,170,0,0,63,0,63,0
ch,36,Inputdac,160,0,0,31,0,31,0
ch,36,Inputdacpol,160,0,0,1,0,32,0
ch,36,LowRange,164,0,0,1,0,2,0
ch,36,Mask_AlignBuffer,171,0,0,1,0,128,0
ch,36,Mask_adc,165,0,0,1,0,128,0
ch,36,Mask_toa,163,0,0,1,0,1,0
ch,36,Mask_tot,164,0,0,1,0,32,0
ch,36,Probe_inv,163,0,0,1,0,128,0
ch,36,Probe_noinv,162,0,0,1,0,1,0
ch,36,Probe_pa,164,0,0,1,0,1,0
ch,36,Probe_toa,164,0,0,1,0,128,0
ch,36,Probe_tot,164,0,0,1,0,64,0
ch,36,Ref_dac_inv,163,0,0,31,0,62,0
ch,36,Ref_dac_toa,161,0,0,27,0,62,0
ch,36,Ref_dac_tot,162,0,0,31,0,62,0
ch,36,Sel_trigger_toa,163,0,0,1,0,64,0
ch,36,Sel_trigger_tot,164,0,0,1,0,16,0
ch,37,Adc_pedestal,140,0,0,255,0,255,0
ch,37,Channel_off,132,0,0,1,0,8,0
ch,37,DAC_CAL_CTDC_TOA,134,0,0,63,0,63,0
ch,37,DAC_CAL_CTDC_TOT,136,0,0,63,0,63,0
ch,37,DAC_CAL_FTDC_TOA,133,0,0,63,0,63,0
ch,37,DAC_CAL_FTDC_TOT,135,0,0,63,0,63,0
ch,37,DIS_TDC,138,0,0,1,0,128,0
ch,37,ExtData,139,0,0,768,8,3,0
ch,37,ExtData,141,0,0,255,0,255,1
ch,37,HighRange,132,0,0,1,0,4,0
ch,37,IN_FTDC_ENCODER_TOA,137,0,0,63,0,63,0
ch,37,IN_FTDC_ENCODER_TOT,138,0,0,63,0,63,0
ch,37,Inputdac,128,0,0,31,0,31,0
ch,37,Inputdacpol,128,0,0,1,0,32,0
ch,37,LowRange,132,0,0,1,0,2,0
ch,37,Mask_AlignBuffer,139,0,0,1,0,128,0
ch,37,Mask_adc,133,0,0,1,0,128,0
ch,37,Mask_toa,131,0,0,1,0,1,0
ch,37,Mask_tot,132,0,0,1,0,32,0
ch,37,Probe_inv,131,0,0,1,0,128,0
ch,37,Probe_noinv,130,0,0,1,0,1,0
ch,37,Probe_pa,132,0,0,1,0,1,0
ch,37,Probe_toa,132,0,0,1,0,128,0
ch,37,Probe_tot,132,0,0,1,0,64,0
ch,37,Ref_dac_inv,131,0,0,31,0,62,0
ch,37,Ref_dac_toa,129,0,0,27,0,62,0
ch,37,Ref_dac_tot,130,0,0,31,0,62,0
ch,37,Sel_trigger_toa,131,0,0,1,0,64,0
ch,37,Sel_trigger_tot,132,0,0,1,0,16,0
ch,38,Adc_pedestal,108,0,0,255,0,255,0
ch,38,Channel_off,100,0,0,1,0,8,0
ch,38,DAC_CAL_CTDC_TOA,102,0,0,63,0,63,0
ch,38,DAC_CAL_CTDC_TOT,104,0,0,63,0,63,0
ch,38,DAC_CAL_FTDC_TOA,101,0,0,63,0,63,0
ch,38,DAC_CAL_FTDC_TOT,103,0,0,63,0,63,0
ch,38,DIS_TDC,106,0,0,1,0,128,0
ch,38,ExtData,107,0,0,768,8,3,0
ch,38,ExtData,109,0,0,255,0,255,1
ch,38,HighRange,100,0,0,1,0,4,0
ch,38,IN_FTDC_ENCODER_TOA,105,0,0,63,0,63,0
ch,38,IN_FTDC_ENCODER_TOT,106,0,0,63,0,63,0
ch,38,Inputdac,96,0,0,31,0,31,0
ch,38,Inputdacpol,96,0,0,1,0,32,0
ch,38,LowRange,100,0,0,1,0,2,0
ch,38,Mask_AlignBuffer,107,0,0,1,0,128,0
ch,38,Mask_adc,101,0,0,1,0,128,0
ch,38,Mask_toa,99,0,0,1,0,1,0
ch,38,Mask_tot,100,0,0,1,0,32,0
ch,38,Probe_inv,99,0,0,1,0,128,0
ch,38,Probe_noinv,98,0,0,1,0,1,0
ch,38,Probe_pa,100,0,0,1,0,1,0
ch,38,Probe_toa,100,0,0,1,0,128,0
ch,38,Probe_tot,100,0,0,1,0,64,0
ch,38,Ref_dac_inv,99,0,0,31,0,62,0
ch,38,Ref_dac_toa,97,0,0,27,0,62,0
ch,38,Ref_dac_tot,98,0,0,31,0,62,0
ch,38,Sel_trigger_toa,99,0,0,1,0,64,0
ch,38,Sel_trigger_tot,100,0,0,1,0,16,0
ch,39,Adc_pedestal,76,0,0,255,0,255,0
ch,39,Channel_off,68,0,0,1,0,8,0
ch,39,DAC_CAL_CTDC_TOA,70,0,0,63,0,63,0
ch,39,DAC_CAL_CTDC_TOT,72,0,0,63,0,63,0
ch,39,DAC_CAL_FTDC_TOA,69,0,0,63,0,63,0
ch,39,DAC_CAL_FTDC_TOT,71,0,0,63,0,63,0
ch,39,DIS_TDC,74,0,0,1,0,128,0
ch,39,ExtData,75,0,0,768,8,3,0
ch,39,ExtData,77,0,0,255,0,255,1
ch,39,HighRange,68,0,0,1,0,4,0
ch,39,IN_FTDC_ENCODER_TOA,73,0,0,63,0,63,0
ch,39,IN_FTDC_ENCODER_TOT,74,0,0,63,0,63,0
ch,39,Inputdac,64,0,0,31,0,31,0
ch,39,Inputdacpol,64,0,0,1,0,32,0
ch,39,LowRange,68,0,0,1,0,2,0
ch,39,Mask_AlignBuffer,75,0,0,1,0,128,0
ch,39,Mask_adc,69,0,0,1,0,128,0
ch,39,Mask_toa,67,0,0,1,0,1,0
ch,39,Mask_tot,68,0,0,1,0,32,0
ch,39,Probe_inv,67,0,0,1,0,128,0
ch,39,Probe_noinv,66,0,0,1,0,1,0
ch,39,Probe_pa,68,0,0,1,0,1,0
ch,39,Probe_toa,68,0,0,1,0,128,0
ch,39,Probe_tot,68,0,0,1,0,64,0
ch,39,Ref_dac_inv,67,0,0,31,0,62,0
ch,39,Ref_dac_toa,65,0,0,27,0,62,0
ch,39,Ref_dac_tot,66,0,0,31,0,62,0
ch,39,Sel_trigger_toa,67,0,0,1,0,64,0
ch,39,Sel_trigger_tot,68,0,0,1,0,16,0
ch,40,Adc_pedestal,44,1,0,255,0,255,0
ch,40,Channel_off,36,1,0,1,0,8,0
ch,40,DAC_CAL_CTDC_TOA,38,1,0,63,0,63,0
ch,40,DAC_CAL_CTDC_TOT,40,1,0,63,0,63,0
ch,40,DAC_CAL_FTDC_TOA,37,1,0,63,0,63,0
ch,40,DAC_CAL_FTDC_TOT,39,1,0,63,0,63,0
ch,40,DIS_TDC,42,1,0,1,0,128,0
ch,40,ExtData,43,1,0,768,8,3,0
ch,40,ExtData,45,1,0,255,0,255,1
ch,40,HighRange,36,1,0,1,0,4,0
ch,40,IN_FTDC_ENCODER_TOA,41,1,0,63,0,63,0
ch,40,IN_FTDC_ENCODER_TOT,42,1,0,63,0,63,0
ch,40,Inputdac,32,1,0,31,0,31,0
ch,40,Inputdacpol,32,1,0,1,0,32,0
ch,40,LowRange,36,1,0,1,0,2,0
ch,40,Mask_AlignBuffer,43,1,0,1,0,128,0
ch,40,Mask_adc,37,1,0,1,0,128,0
ch,40,Mask_toa,35,1,0,1,0,1,0
ch,40,Mask_tot,36,1,0,1,0,32,0
ch,40,Probe_inv,35,1,0,1,0,128,0
ch,40,Probe_noinv,34,1,0,1,0,1,0
ch,40,Probe_pa,36,1,0,1,0,1,0
ch,40,Probe_toa,36,1,0,1,0,128,0
ch,40,Probe_tot,36,1,0,1,0,64,0
ch,40,Ref_dac_inv,35,1,0,31,0,62,0
ch,40,Ref_dac_toa,33,1,0,27,0,62,0
ch,40,Ref_dac_tot,34,1,0,31,0,62,0
ch,40,Sel_trigger_toa,35,1,0,1,0,64,0
ch,40,Sel_trigger_tot,36,1,0,1,0,16,0
ch,41,Adc_pedestal,12,1,0,255,0,255,0
ch,41,Channel_off,4,1,0,1,0,8,0
ch,41,DAC_CAL_CTDC_TOA,6,1,0,63,0,63,0
ch,41,DAC_CAL_CTDC_TOT,8,1,0,63,0,63,0
ch,41,DAC_CAL_FTDC_TOA,5,1,0,63,0,63,0
ch,41,DAC_CAL_FTDC_TOT,7,1,0,63,0,63,0
ch,41,DIS_TDC,10,1,0,1,0,128,0
ch,41,ExtData,11,1,0,768,8,3,0
ch,41,ExtData,13,1,0,255,0,255,1
ch,41,HighRange,4,1,0,1,0,4,0
ch,41,IN_FTDC_ENCODER_TOA,9,1,0,63,0,63,0
ch,41,IN_FTDC_ENCODER_TOT,10,1,0,63,0,63,0
ch,41,Inputdac,0,1,0,31,0,31,0
ch,41,Inputdacpol,0,1,0,1,0,32,0
ch,41,LowRange,4,1,0,1,0,2,0
ch,41,Mask_AlignBuffer,11,1,0,1,0,128,0
ch,41,Mask_adc,5,1,0,1,0,128,0
ch,41,Mask_toa,3,1,0,1,0,1,0
ch,41,Mask_tot,4,1,0,1,0,32,0
ch,41,Probe_inv,3,1,0,1,0,128,0
ch,41,Probe_noinv,2,1,0,1,0,1,0
ch,41,Probe_pa,4,1,0,1,0,1,0
ch,41,Probe_toa,4,1,0,1,0,128,0
ch,41,Probe_tot,4,1,0,1,0,64,0
ch,41,Ref_dac_inv,3,1,0,31,0,62,0
ch,41,Ref_dac_toa,1,1,0,27,0,62,0
ch,41,Ref_dac_tot,2,1,0,31,0,62,0
ch,41,Sel_trigger_toa,3,1,0,1,0,64,0
ch,41,Sel_trigger_tot,4,1,0,1,0,16,0
ch,42,Adc_pedestal,236,0,0,255,0,255,0
ch,42,Channel_off,228,0,0,1,0,8,0
ch,42,DAC_CAL_CTDC_TOA,230,0,0,63,0,63,0
ch,42,DAC_CAL_CTDC_TOT,232,0,0,63,0,63,0
ch,42,DAC_CAL_FTDC_TOA,229,0,0,63,0,63,0
ch,42,DAC_CAL_FTDC_TOT,231,0,0,63,0,63,0
ch,42,DIS_TDC,234,0,0,1,0,128,0
ch,42,ExtData,235,0,0,768,8,3,0
ch,42,ExtData,237,0,0,255,0,255,1
ch,42,HighRange,228,0,0,1,0,4,0
ch,42,IN_FTDC_ENCODER_TOA,233,0,0,63,0,63,0
ch,42,IN_FTDC_ENCODER_TOT,234,0,0,63,0,63,0
ch,42,Inputdac,224,0,0,31,0,31,0
ch,42,Inputdacpol,224,0,0,1,0,32,0
ch,42,LowRange,228,0,0,1,0,2,0
ch,42,Mask_AlignBuffer,235,0,0,1,0,128,0
ch,42,Mask_adc,229,0,0,1,0,128,0
ch,42,Mask_toa,227,0,0,1,0,1,0
ch,42,Mask_tot,228,0,0,1,0,32,0
ch,42,Probe_inv,227,0,0,1,0,128,0
ch,42,Probe_noinv,226,0,0,1,0,1,0
ch,42,Probe_pa,228,0,0,1,0,1,0
ch,42,Probe_toa,228,0,0,1,0,128,0
ch,42,Probe_tot,228,0,0,1,0,64,0
ch,42,Ref_dac_inv,227,0,0,31,0,62,0
ch,42,Ref_dac_toa,225,0,0,27,0,62,0
ch,42,Ref_dac_tot,226,0,0,31,0,62,0
ch,42,Sel_trigger_toa,227,0,0,1,0,64,0
ch,42,Sel_trigger_tot,228,0,0,1,0,16,0
ch,43,Adc_pedestal,204,0,0,255,0,255,0
ch,43,Channel_off,196,0,0,1,0,8,0
ch,43,DAC_CAL_CTDC_TOA,198,0,0,63,0,63,0
ch,43,DAC_CAL_CTDC_TOT,200,0,0,63,0,63,0
ch,43,DAC_CAL_FTDC_TOA,197,0,0,63,0,63,0
ch,43,DAC_CAL_FTDC_TOT,199,0,0,63,0,63,0
ch,43,DIS_TDC,202,0,0,1,0,128,0
ch,43,ExtData,203,0,0,768,8,3,0
ch,43,ExtData,205,0,0,255,0,255,1
ch,43,HighRange,196,0,0,1,0,4,0
ch,43,IN_FTDC_ENCODER_TOA,201,0,0,63,0,63,0
ch,43,IN_FTDC_ENCODER_TOT,202,0,0,63,0,63,0
ch,43,Inputdac,192,0,0,31,0,31,0
ch,43,Inputdacpol,192,0,0,1,0,32,0
ch,43,LowRange,196,0,0,1,0,2,0
ch,43,Mask_AlignBuffer,203,0,0,1,0,128,0
ch,43,Mask_adc,197,0,0,1,0,128,0
ch,43,Mask_toa,195,0,0,1,0,1,0
ch,43,Mask_tot,196,0,0,1,0,32,0
ch,43,Probe_inv,195,0,0,1,0,128,0
ch,43,Probe_noinv,194,0,0,1,0,1,0
ch,43,Probe_pa,196,0,0,1,0,1,0
ch,43,Probe_toa,196,0,0,1,0,128,0
ch,43,Probe_tot,196,0,0,1,0,64,0
ch,43,Ref_dac_inv,195,0,0,31,0,62,0
ch,43,Ref_dac_toa,193,0,0,27,0,62,0
ch,43,Ref_dac_tot,194,0,0,31,0,62,0
ch,43,Sel_trigger_toa,195,0,0,1,0,64,0
ch,43,Sel_trigger_tot,196,0,0,1,0,16,0
ch,44,Adc_pedestal,172,1,0,255,0,255,0
ch,44,Channel_off,164,1,0,1,0,8,0
ch,44,DAC_CAL_CTDC_TOA,166,1,0,63,0,63,0
ch,44,DAC_CAL_CTDC_TOT,168,1,0,63,0,63,0
ch,44,DAC_CAL_FTDC_TOA,165,1,0,63,0,63,0
ch,44,DAC_CAL_FTDC_TOT,167,1,0,63,0,63,0
ch,44,DIS_TDC,170,1,0,1,0,128,0
ch,44,ExtData,171,1,0,768,8,3,0
ch,44,ExtData,173,1,0,255,0,255,1
ch,44,HighRange,164,1,0,1,0,4,0
ch,44,IN_FTDC_ENCODER_TOA,169,1,0,63,0,63,0
ch,44,IN_FTDC_ENCODER_TOT,170,1,0,63,0,63,0
ch,44,Inputdac,160,1,0,31,0,31,0
ch,44,Inputdacpol,160,1,0,1,0,32,0
ch,44,LowRange,164,1,0,1,0,2,0
ch,44,Mask_AlignBuffer,171,1,0,1,0,128,0
ch,44,Mask_adc,165,1,0,1,0,128,0
ch,44,Mask_toa,163,1,0,1,0,1,0
ch,44,Mask_tot,164,1,0,1,0,32,0
ch,44,Probe_inv,163,1,0,1,0,128,0
ch,44,Probe_noinv,162,1,0,1,0,1,0
ch,44,Probe_pa,164,1,0,1,0,1,0
ch,44,Probe_toa,164,1,0,1,0,128,0
ch,44,Probe_tot,164,1,0,1,0,64,0
ch,44,Ref_dac_inv,163,1,0,31,0,62,0
ch,44,Ref_dac_toa,161,1,0,27,0,62,0
ch,44,Ref_dac_tot,162,1,0,31,0,62,0
ch,44,Sel_trigger_toa,163,1,0,1,0,64,0
ch,44,Sel_trigger_tot,164,1,0,1,0,16,0
ch,45,Adc_pedestal,140,1,0,255,0,255,0
ch,45,Channel_off,132,1,0,1,0,8,0
ch,45,DAC_CAL_CTDC_TOA,134,1,0,63,0,63,0
ch,45,DAC_CAL_CTDC_TOT,136,1,0,63,0,63,0
ch,45,DAC_CAL_FTDC_TOA,133,1,0,63,0,63,0
ch,45,DAC_CAL_FTDC_TOT,135,1,0,63,0,63,0
ch,45,DIS_TDC,138,1,0,1,0,128,0
ch,45,ExtData,139,1,0,768,8,3,0
ch,45,ExtData,141,1,0,255,0,255,1
ch,45,HighRange,132,1,0,1,0,4,0
ch,45,IN_FTDC_ENCODER_TOA,137,1,0,63,0,63,0
ch,45,IN_FTDC_ENCODER_TOT,138,1,0,63,0,63,0
ch,45,Inputdac,128,1,0,31,0,31,0
ch,45,Inputdacpol,128,1,0,1,0,32,0
ch,45,LowRange,132,1,0,1,0,2,0
ch,45,Mask_AlignBuffer,139,1,0,1,0,128,0
ch,45,Mask_adc,133,1,0,1,0,128,0
ch,45,Mask_toa,131,1,0,1,0,1,0
ch,45,Mask_tot,132,1,0,1,0,32,0
ch,45,Probe_inv,131,1,0,1,0,128,0
ch,45,Probe_noinv,130,1,0,1,0,1,0
ch,45,Probe_pa,132,1,0,1,0,1,0
ch,45,Probe_toa,132,1,0,1,0,128,0
ch,45,Probe_tot,132,1,0,1,0,64,0
ch,45,Ref_dac_inv,131,1,0,31,0,62,0
ch,45,Ref_dac_toa,129,1,0,27,0,62,0
ch,45,Ref_dac_tot,130,1,0,31,0,62,0
ch,45,Sel_trigger_toa,131,1,0,1,0,64,0
ch,45,Sel_trigger_tot,132,1,0,1,0,16,0
ch,46,Adc_pedestal,108,1,0,255,0,255,0
ch,46,Channel_off,100,1,0,1,0,8,0
ch,46,DAC_CAL_CTDC_TOA,102,1,0,63,0,63,0
ch,46,DAC_CAL_CTDC_TOT,104,1,0,63,0,63,0
ch,46,DAC_CAL_FTDC_TOA,101,1,0,63,0,63,0
ch,46,DAC_CAL_FTDC_TOT,103,1,0,63,0,63,0
ch,46,DIS_TDC,106,1,0,1,0,128,0
ch,46,ExtData,107,1,0,768,8,3,0
ch,46,ExtData,109,1,0,255,0,255,1
ch,46,HighRange,100,1,0,1,0,4,0
ch,46,IN_FTDC_ENCODER_TOA,105,1,0,63,0,63,0
ch,46,IN_FTDC_ENCODER_TOT,106,1,0,63,0,63,0
ch,46,Inputdac,96,1,0,31,0,31,0
ch,46,Inputdacpol,96,1,0,1,0,32,0
ch,46,LowRange,100,1,0,1,0,2,0
ch,46,Mask_AlignBuffer,107,1,0,1,0,128,0
ch,46,Mask_adc,101,1,0,1,0,128,0
ch,46,Mask_toa,99,1,0,1,0,1,0
ch,46,Mask_tot,100,1,0,1,0,32,0
ch,46,Probe_inv,99,1,0,1,0,128,0
ch,46,Probe_noinv,98,1,0,1,0,1,0
ch,46,Probe_pa,100,1,0,1,0,1,0
ch,46,Probe_toa,100,1,0,1,0,128,0
ch,46,Probe_tot,100,1,0,1,0,64,0
ch,46,Ref_dac_inv,99,1,0,31,0,62,0
ch,46,Ref_dac_toa,97,1,0,27,0,62,0
ch,46,Ref_dac_tot,98,1,0,31,0,62,0
ch,46,Sel_trigger_toa,99,1,0,1,0,64,0
ch,46,Sel_trigger_tot,100,1,0,1,0,16,0
ch,47,Adc_pedestal,76,1,0,255,0,255,0
ch,47,Channel_off,68,1,0,1,0,8,0
ch,47,DAC_CAL_CTDC_TOA,70,1,0,63,0,63,0
ch,47,DAC_CAL_CTDC_TOT,72,1,0,63,0,63,0
ch,47,DAC_CAL_FTDC_TOA,69,1,0,63,0,63,0
ch,47,DAC_CAL_FTDC_TOT,71,1,0,63,0,63,0
ch,47,DIS_TDC,74,1,0,1,0,128,0
ch,47,ExtData,75,1,0,768,8,3,0
ch,47,ExtData,77,1,0,255,0,255,1
ch,47,HighRange,68,1,0,1,0,4,0
ch,47,IN_FTDC_ENCODER_TOA,73,1,0,63,0,63,0
ch,47,IN_FTDC_ENCODER_TOT,74,1,0,63,0,63,0
ch,47,Inputdac,64,1,0,31,0,31,0
ch,47,Inputdacpol,64,1,0,1,0,32,0
ch,47,LowRange,68,1,0,1,0,2,0
ch,47,Mask_AlignBuffer,75,1,0,1,0,128,0
ch,47,Mask_adc,69,1,0,1,0,128,0
ch,47,Mask_toa,67,1,0,1,0,1,0
ch,47,Mask_tot,68,1,0,1,0,32,0
ch,47,Probe_inv,67,1,0,1,0,128,0
ch,47,Probe_noinv,66,1,0,1,0,1,0
ch,47,Probe_pa,68,1,0,1,0,1,0
ch,47,Probe_toa,68,1,0,1,0,128,0
ch,47,Probe_tot,68,1,0,1,0,64,0
ch,47,Ref_dac_inv,67,1,0,31,0,62,0
ch,47,Ref_dac_toa,65,1,0,27,0,62,0
ch,47,Ref_dac_tot,66,1,0,31,0,62,0
ch,47,Sel_trigger_toa,67,1,0,1,0,64,0
ch,47,Sel_trigger_tot,68,1,0,1,0,16,0
ch,48,Adc_pedestal,44,2,0,255,0,255,0
ch,48,Channel_off,36,2,0,1,0,8,0
ch,48,DAC_CAL_CTDC_TOA,38,2,0,63,0,63,0
ch,48,DAC_CAL_CTDC_TOT,40,2,0,63,0,63,0
ch,48,DAC_CAL_FTDC_TOA,37,2,0,63,0,63,0
ch,48,DAC_CAL_FTDC_TOT,39,2,0,63,0,63,0
ch,48,DIS_TDC,42,2,0,1,0,128,0
ch,48,ExtData,43,2,0,768,8,3,0
ch,48,ExtData,45,2,0,255,0,255,1
ch,48,HighRange,36,2,0,1,0,4,0
ch,48,IN_FTDC_ENCODER_TOA,41,2,0,63,0,63,0
ch,48,IN_FTDC_ENCODER_TOT,42,2,0,63,0,63,0
ch,48,Inputdac,32,2,0,31,0,31,0
ch,48,Inputdacpol,32,2,0,1,0,32,0
ch,48,LowRange,36,2,0,1,0,2,0
ch,48,Mask_AlignBuffer,43,2,0,1,0,128,0
ch,48,Mask_adc,37,2,0,1,0,128,0
ch,48,Mask_toa,35,2,0,1,0,1,0
ch,48,Mask_tot,36,2,0,1,0,32,0
ch,48,Probe_inv,35,2,0,1,0,128,0
ch,48,Probe_noinv,34,2,0,1,0,1,0
ch,48,Probe_pa,36,2,0,1,0,1,0
ch,48,Probe_toa,36,2,0,1,0,128,0
ch,48,Probe_tot,36,2,0,1,0,64,0
ch,48,Ref_dac_inv,35,2,0,31,0,62,0
ch,48,Ref_dac_toa,33,2,0,27,0,62,0
ch,48,Ref_dac_tot,34,2,0,31,0,62,0
ch,48,Sel_trigger_toa,35,2,0,1,0,64,0
ch,48,Sel_trigger_tot,36,2,0,1,0,16,0
ch,49,Adc_pedestal,12,2,0,255,0,255,0
ch,49,Channel_off,4,2,0,1,0,8,0
ch,49,DAC_CAL_CTDC_TOA,6,2,0,63,0,63,0
ch,49,DAC_CAL_CTDC_TOT,8,2,0,63,0,63,0
ch,49,DAC_CAL_FTDC_TOA,5,2,0,63,0,63,0
ch,49,DAC_CAL_FTDC_TOT,7,2,0,63,0,63,0
ch,49,DIS_TDC,10,2,0,1,0,128,0
ch,49,ExtData,11,2,0,768,8,3,0
ch,49,ExtData,13,2,0,255,0,255,1
ch,49,HighRange,4,2,0,1,0,4,0
ch,49,IN_FTDC_ENCODER_TOA,9,2,0,63,0,63,0
ch,49,IN_FTDC_ENCODER_TOT,10,2,0,63,0,63,0
ch,49,Inputdac,0,2,0,31,0,31,0
ch,49,Inputdacpol,0,2,0,1,0,32,0
ch,49,LowRange,4,2,0,1,0,2,0
ch,49,Mask_AlignBuffer,11,2,0,1,0,128,0
ch,49,Mask_adc,5,2,0,1,0,128,0
ch,49,Mask_toa,3,2,0,1,0,1,0
ch,49,Mask_tot,4,2,0,1,0,32,0
ch,49,Probe_inv,3,2,0,1,0,128,0
ch,49,Probe_noinv,2,2,0,1,0,1,0
ch,49,Probe_pa,4,2,0,1,0,1,0
ch,49,Probe_toa,4,2,0,1,0,128,0
ch,49,Probe_tot,4,2,0,1,0,64,0
ch,49,Ref_dac_inv,3,2,0,31,0,62,0
ch,49,Ref_dac_toa,1,2,0,27,0,62,0
ch,49,Ref_dac_tot,2,2,0,31,0,62,0
ch,49,Sel_trigger_toa,3,2,0,1,0,64,0
ch,49,Sel_trigger_tot,4,2,0,1,0,16,0
ch,50,Adc_pedestal,236,1,0,255,0,255,0
ch,50,Channel_off,228,1,0,1,0,8,0
ch,50,DAC_CAL_CTDC_TOA,230,1,0,63,0,63,0
ch,50,DAC_CAL_CTDC_TOT,232,1,0,63,0,63,0
ch,50,DAC_CAL_FTDC_TOA,229,1,0,63,0,63,0
ch,50,DAC_CAL_FTDC_TOT,231,1,0,63,0,63,0
ch,50,DIS_TDC,234,1,0,1,0,128,0
ch,50,ExtData,235,1,0,768,8,3,0
ch,50,ExtData,237,1,0,255,0,255,1
ch,50,HighRange,228,1,0,1,0,4,0
ch,50,IN_FTDC_ENCODER_TOA,233,1,0,63,0,63,0
ch,50,IN_FTDC_ENCODER_TOT,234,1,0,63,0,63,0
ch,50,Inputdac,224,1,0,31,0,31,0
ch,50,Inputdacpol,224,1,0,1,0,32,0
ch,50,LowRange,228,1,0,1,0,2,0
ch,50,Mask_AlignBuffer,235,1,0,1,0,128,0
ch,50,Mask_adc,229,1,0,1,0,128,0
ch,50,Mask_toa,227,1,0,1,0,1,0
ch,50,Mask_tot,228,1,0,1,0,32,0
ch,50,Probe_inv,227,1,0,1,0,128,0
ch,50,Probe_noinv,226,1,0,1,0,1,0
ch,50,Probe_pa,228,1,0,1,0,1,0
ch,50,Probe_toa,228,1,0,1,0,128,0
ch,50,Probe_tot,228,1,0,1,0,64,0
ch,50,Ref_dac_inv,227,1,0,31,0,62,0
ch,50,Ref_dac_toa,225,1,0,27,0,62,0
ch,50,Ref_dac_tot,226,1,0,31,0,62,0
ch,50,Sel_trigger_toa,227,1,0,1,0,64,0
ch,50,Sel_trigger_tot,228,1,0,1,0,16,0
ch,51,Adc_pedestal,204,1,0,255,0,255,0
ch,51,Channel_off,196,1,0,1,0,8,0
ch,51,DAC_CAL_CTDC_TOA,198,1,0,63,0,63,0
ch,51,DAC_CAL_CTDC_TOT,200,1,0,63,0,63,0
ch,51,DAC_CAL_FTDC_TOA,197,1,0,63,0,63,0
ch,51,DAC_CAL_FTDC_TOT,199,1,0,63,0,63,0
ch,51,DIS_TDC,202,1,0,1,0,128,0
ch,51,ExtData,203,1,0,768,8,3,0
ch,51,ExtData,205,1,0,255,0,255,1
ch,51,HighRange,196,1,0,1,0,4,0
ch,51,IN_FTDC_ENCODER_TOA,201,1,0,63,0,63,0
ch,51,IN_FTDC_ENCODER_TOT,202,1,0,63,0,63,0
ch,51,Inputdac,192,1,0,31,0,31,0
ch,51,Inputdacpol,192,1,0,1,0,32,0
ch,51,LowRange,196,1,0,1,0,2,0
ch,51,Mask_AlignBuffer,203,1,0,1,0,128,0
ch,51,Mask_adc,197,1,0,1,0,128,0
ch,51,Mask_toa,195,1,0,1,0,1,0
ch,51,Mask_tot,196,1,0,1,0,32,0
ch,51,Probe_inv,195,1,0,1,0,128,0
ch,51,Probe_noinv,194,1,0,1,0,1,0
ch,51,Probe_pa,196,1,0,1,0,1,0
ch,51,Probe_toa,196,1,0,1,0,128,0
ch,51,Probe_tot,196,1,0,1,0,64,0
ch,51,Ref_dac_inv,195,1,0,31,0,62,0
ch,51,Ref_dac_toa,193,1,0,27,0,62,0
ch,51,Ref_dac_tot,194,1,0,31,0,62,0
ch,51,Sel_trigger_toa,195,1,0,1,0,64,0
ch,51,Sel_trigger_tot,196,1,0,1,0,16,0
ch,52,Adc_pedestal,204,4,0,255,0,255,0
ch,52,Channel_off,196,4,0,1,0,8,0
